beneficiary_id,name,age_group,age_months,gender,region,meals_per_day,food_diversity_score,protein_intake_g,calorie_intake_kcal,attendance_rate,days_since_last_check,risk_score,risk_category,last_updated
BEN00195,Pranav Yadav,0-2 years,1,Male,Rajasthan,3,7,45.1,2134.0,0.83,38,21.6,Low,2025-12-14 16:06:13
BEN00196,Kabir Malhotra,6-12 years,102,Male,Chhattisgarh,4,5,49.6,1937.0,0.77,31,10.7,Low,2025-12-17 16:06:13
BEN00197,Reyansh Chopra,3-5 years,50,Male,West Bengal,2,2,18.0,895.0,0.65,33,93.3,High,2025-12-18 16:06:13
BEN00198,Aryan Shah,3-5 years,41,Male,Chhattisgarh,3,1,16.8,1364.0,0.33,27,91.4,High,2025-12-24 16:06:13
BEN00199,Aditi Malhotra,6-12 years,105,Female,Telangana,4,6,45.8,2137.0,0.84,11,3.7,Low,2025-12-12 16:06:13
BEN00200,Aarav Gupta,0-2 years,20,Male,Odisha,4,7,38.2,1973.0,0.99,8,13.5,Low,2025-12-14 16:06:13
BEN00201,Kabir Joshi,13-18 years,172,Male,Madhya Pradesh,3,7,45.8,1820.0,0.8,13,16.6,Low,2025-12-30 16:06:13
BEN00202,Saanvi Mehta,3-5 years,41,Female,Odisha,3,7,51.9,1925.0,0.82,23,16.7,Low,2025-12-27 16:06:13
BEN00203,Avni Sharma,3-5 years,47,Female,Telangana,3,5,49.5,1560.0,0.76,12,13.9,Low,2025-12-14 16:06:13
BEN00204,Myra Reddy,13-18 years,157,Female,Chhattisgarh,2,1,24.7,998.0,0.66,23,100.0,High,2025-12-06 16:06:13
BEN00205,Arjun Rao,6-12 years,99,Male,Punjab,3,5,56.4,1903.0,0.77,29,20.8,Low,2025-12-28 16:06:13
BEN00206,Aarav Nair,3-5 years,47,Male,Punjab,3,4,59.4,2093.0,0.76,10,24.9,Low,2025-12-27 16:06:13
BEN00207,Sara Verma,3-5 years,39,Female,Karnataka,1,2,22.1,1084.0,0.32,43,100.0,High,2025-12-20 16:06:13
BEN00208,Navya Desai,0-2 years,11,Female,Rajasthan,2,2,16.3,966.0,0.69,7,83.7,High,2025-12-27 16:06:13
BEN00209,Aditi Khan,6-12 years,118,Female,Jammu and Kashmir,3,4,57.3,1995.0,0.77,4,18.0,Low,2025-12-11 16:06:13
BEN00210,Ved Rao,3-5 years,50,Male,Jharkhand,1,2,25.2,1128.0,0.37,30,100.0,High,2025-12-05 16:06:13
BEN00211,Aaradhya Iyer,0-2 years,10,Female,Telangana,4,4,48.2,1774.0,0.91,40,24.1,Low,2025-12-24 16:06:13
BEN00212,Ved Malhotra,0-2 years,5,Male,Haryana,2,6,53.3,1749.0,0.92,42,41.0,Medium,2025-12-14 16:06:13
BEN00213,Saanvi Iyer,0-2 years,7,Female,West Bengal,2,3,25.6,1376.0,0.61,28,79.7,High,2025-12-25 16:06:13
BEN00214,Angel Khan,0-2 years,9,Female,Karnataka,3,6,41.3,1672.0,0.85,43,24.6,Low,2025-12-22 16:06:13
BEN00215,Arjun Das,0-2 years,22,Male,Maharashtra,2,4,47.0,1945.0,0.77,29,37.1,Medium,2025-12-17 16:06:13
BEN00216,Zoya Shah,6-12 years,72,Female,Kerala,2,6,40.5,1527.0,0.76,16,43.1,Medium,2025-12-13 16:06:13
BEN00217,Myra Das,13-18 years,160,Female,Odisha,3,7,54.0,1698.0,0.84,6,16.6,Low,2025-12-21 16:06:13
BEN00218,Angel Chopra,3-5 years,55,Female,Kerala,2,6,49.8,1523.0,0.91,26,41.3,Medium,2025-12-31 16:06:13
BEN00219,Aditya Reddy,3-5 years,50,Male,Karnataka,2,1,25.4,1193.0,0.36,22,100.0,High,2025-12-14 16:06:13
BEN00220,Aaradhya Reddy,6-12 years,111,Female,Rajasthan,1,3,27.7,831.0,0.38,11,100.0,High,2025-12-29 16:06:13
BEN00221,Diya Yadav,3-5 years,48,Female,Haryana,4,7,55.4,1627.0,0.84,35,15.1,Low,2025-12-18 16:06:13
BEN00222,Shaurya Gupta,0-2 years,1,Male,Gujarat,2,2,15.3,1161.0,0.42,24,86.7,High,2025-12-08 16:06:13
BEN00223,Aaradhya Desai,3-5 years,60,Female,NCT Delhi,4,7,39.0,1626.0,0.77,5,12.3,Low,2025-12-28 16:06:13
BEN00224,Riya Singh,6-12 years,144,Female,Kerala,2,1,27.1,1221.0,0.59,44,100.0,High,2025-12-12 16:06:13
BEN00225,Riya Sharma,3-5 years,39,Female,West Bengal,2,7,38.1,2058.0,0.9,33,34.7,Medium,2025-12-08 16:06:13
BEN00226,Arnav Kumar,13-18 years,174,Male,Uttar Pradesh,3,7,39.5,2060.0,0.89,11,22.6,Low,2025-12-19 16:06:13
BEN00227,Shaurya Chopra,6-12 years,115,Male,Maharashtra,3,4,36.8,1719.0,0.98,15,39.8,Medium,2025-12-15 16:06:13
BEN00228,Aadhya Desai,0-2 years,20,Female,Odisha,2,2,16.7,1240.0,0.46,32,97.6,High,2025-12-05 16:06:13
BEN00229,Ishaan Malhotra,6-12 years,137,Male,Assam,4,7,51.8,1943.0,0.8,18,6.4,Low,2025-12-15 16:06:13
BEN00230,Ved Gupta,13-18 years,163,Male,Andhra Pradesh,3,1,29.6,1133.0,0.38,19,100.0,High,2025-12-26 16:06:13
BEN00231,Aryan Joshi,0-2 years,2,Male,Andhra Pradesh,3,5,42.2,1960.0,0.99,42,23.4,Low,2025-12-20 16:06:13
BEN00232,Navya Chopra,6-12 years,137,Female,Maharashtra,3,6,51.9,1995.0,0.9,40,25.6,Low,2025-12-08 16:06:13
BEN00233,Vivaan Patel,13-18 years,181,Male,Andhra Pradesh,3,6,57.1,1642.0,0.9,33,27.4,Low,2026-01-03 16:06:13
BEN00234,Arjun Nair,3-5 years,39,Male,NCT Delhi,3,4,50.4,2018.0,0.8,37,32.5,Medium,2025-12-18 16:06:13
BEN00235,Ved Sharma,13-18 years,176,Male,Assam,3,4,46.0,2197.0,0.81,42,27.9,Low,2025-12-15 16:06:13
BEN00236,Ayaan Desai,6-12 years,123,Male,Assam,2,2,15.4,949.0,0.33,2,100.0,High,2025-12-05 16:06:13
BEN00237,Aditi Mehta,0-2 years,15,Female,Andhra Pradesh,3,7,58.3,1881.0,0.8,9,3.6,Low,2025-12-08 16:06:13
BEN00238,Ishita Pandey,3-5 years,44,Female,Tamil Nadu,3,7,44.2,2127.0,0.92,20,14.9,Low,2026-01-02 16:06:13
BEN00239,Aditi Rao,3-5 years,39,Female,Haryana,4,7,45.5,1850.0,0.95,12,2.8,Low,2025-12-06 16:06:13
BEN00240,Arjun Yadav,3-5 years,38,Male,Jharkhand,2,2,13.2,896.0,0.33,9,93.2,High,2025-12-07 16:06:13
BEN00241,Anika Sharma,6-12 years,106,Female,West Bengal,3,7,46.1,1887.0,0.81,23,11.8,Low,2025-12-12 16:06:13
BEN00242,Diya Pandey,3-5 years,45,Female,Rajasthan,2,1,17.9,1132.0,0.5,21,100.0,High,2025-12-26 16:06:13
BEN00243,Angel Desai,3-5 years,51,Female,Bihar,2,4,39.0,1972.0,0.79,22,62.9,High,2025-12-14 16:06:13
BEN00244,Aaradhya Joshi,3-5 years,57,Female,Uttar Pradesh,2,2,27.6,873.0,0.55,35,96.7,High,2026-01-02 16:06:13
BEN00245,Atharva Pandey,0-2 years,14,Male,NCT Delhi,2,3,21.1,1049.0,0.47,18,84.8,High,2025-12-25 16:06:13
BEN00246,Ved Singh,3-5 years,57,Male,Uttar Pradesh,3,4,52.4,1847.0,0.98,38,42.0,Medium,2025-12-11 16:06:13
BEN00247,Anika Verma,3-5 years,52,Female,Bihar,2,1,25.5,1167.0,0.64,2,100.0,High,2025-12-09 16:06:13
BEN00248,Ishaan Kumar,3-5 years,57,Male,Punjab,1,2,25.8,1071.0,0.37,1,100.0,High,2025-12-26 16:06:13
BEN00249,Ananya Khan,0-2 years,24,Female,Karnataka,1,2,11.3,1326.0,0.46,39,95.6,High,2026-01-02 16:06:13
BEN00250,Muhammad Chopra,13-18 years,214,Male,Andhra Pradesh,3,5,53.2,1926.0,0.93,3,25.5,Low,2025-12-08 16:06:13
BEN00251,Atharva Khan,13-18 years,185,Male,Odisha,4,4,35.1,2063.0,0.94,14,30.5,Medium,2025-12-26 16:06:13
BEN00252,Pari Mehta,6-12 years,110,Female,Jammu and Kashmir,2,1,17.7,1197.0,0.44,5,100.0,High,2025-12-06 16:06:13
BEN00253,Syed Sharma,3-5 years,39,Male,Andhra Pradesh,3,5,42.7,1790.0,0.93,15,20.2,Low,2025-12-27 16:06:13
BEN00254,Saanvi Joshi,6-12 years,82,Female,Assam,3,5,44.6,2075.0,0.91,31,21.8,Low,2025-12-18 16:06:13
BEN00255,Arnav Yadav,6-12 years,138,Male,Uttar Pradesh,4,4,52.4,1653.0,0.9,21,21.3,Low,2025-12-12 16:06:13
BEN00256,Dhruv Reddy,6-12 years,104,Male,Karnataka,1,2,18.3,1333.0,0.63,5,95.4,High,2025-12-10 16:06:13
BEN00257,Sara Nair,13-18 years,193,Female,Haryana,3,5,52.7,2177.0,0.96,11,28.6,Low,2025-12-06 16:06:13
BEN00258,Myra Sharma,6-12 years,87,Female,Kerala,1,3,27.0,1044.0,0.31,34,100.0,High,2025-12-13 16:06:13
BEN00259,Reyansh Shah,6-12 years,103,Male,Assam,2,6,50.6,2105.0,0.9,24,36.3,Medium,2025-12-16 16:06:13
BEN00260,Shaurya Khan,6-12 years,119,Male,NCT Delhi,3,5,43.5,1869.0,0.8,20,21.4,Low,2025-12-23 16:06:13
BEN00261,Aryan Gupta,6-12 years,96,Male,Jharkhand,2,2,17.2,1318.0,0.34,10,100.0,High,2025-12-26 16:06:13
BEN00262,Navya Gupta,6-12 years,136,Female,Rajasthan,2,7,36.1,1906.0,0.86,13,31.5,Medium,2025-12-17 16:06:13
BEN00263,Syed Kumar,6-12 years,114,Male,Assam,4,5,57.8,1947.0,0.99,12,13.9,Low,2025-12-29 16:06:13
BEN00264,Aditi Iyer,0-2 years,10,Female,Jammu and Kashmir,2,2,28.3,1170.0,0.4,42,93.6,High,2025-12-28 16:06:13
BEN00265,Muhammad Mehta,3-5 years,58,Male,Gujarat,2,5,52.3,1922.0,0.9,14,35.5,Medium,2025-12-12 16:06:13
BEN00266,Aryan Gupta,13-18 years,174,Male,Jharkhand,2,7,39.2,1832.0,0.76,23,44.1,Medium,2025-12-25 16:06:13
BEN00267,Muhammad Reddy,3-5 years,40,Male,Karnataka,1,3,26.0,996.0,0.42,29,93.0,High,2025-12-22 16:06:13
BEN00268,Sai Patel,0-2 years,5,Male,Maharashtra,3,5,55.1,1596.0,0.9,39,22.2,Low,2025-12-21 16:06:13
BEN00269,Advaith Mehta,0-2 years,22,Male,Chhattisgarh,4,5,55.6,1540.0,0.85,8,9.1,Low,2025-12-17 16:06:13
BEN00270,Sara Desai,13-18 years,170,Female,Assam,4,4,54.1,2158.0,0.75,20,14.6,Low,2025-12-17 16:06:13
BEN00271,Ishaan Joshi,3-5 years,54,Male,Rajasthan,2,3,24.0,1050.0,0.51,39,92.5,High,2025-12-10 16:06:13
BEN00272,Reyansh Patel,13-18 years,163,Male,Kerala,2,5,56.4,1616.0,0.96,2,37.1,Medium,2025-12-22 16:06:13
BEN00273,Syed Rao,13-18 years,163,Male,Tamil Nadu,3,6,57.3,1736.0,0.93,28,24.9,Low,2025-12-10 16:06:13
BEN00274,Dhruv Nair,6-12 years,75,Male,Kerala,3,4,50.7,2025.0,0.79,32,34.5,Medium,2026-01-03 16:06:13
BEN00275,Aryan Iyer,13-18 years,200,Male,Jharkhand,4,6,57.7,1828.0,0.87,24,19.7,Low,2025-12-13 16:06:13
BEN00276,Aryan Nair,13-18 years,205,Male,Jharkhand,2,4,54.1,1532.0,0.91,18,60.7,High,2025-12-15 16:06:13
BEN00277,Zoya Gupta,6-12 years,124,Female,Jammu and Kashmir,4,4,56.0,1612.0,0.76,33,22.2,Low,2025-12-23 16:06:13
BEN00278,Kiara Iyer,3-5 years,47,Female,Uttar Pradesh,2,6,53.8,1588.0,0.94,31,31.3,Medium,2025-12-09 16:06:13
BEN00279,Sara Rao,3-5 years,41,Female,Madhya Pradesh,3,7,54.4,1664.0,0.84,20,14.9,Low,2025-12-16 16:06:13
BEN00280,Riya Rao,6-12 years,99,Female,Maharashtra,3,7,53.5,1694.0,0.82,12,15.7,Low,2025-12-15 16:06:13
BEN00281,Riya Das,3-5 years,49,Female,NCT Delhi,2,3,27.0,853.0,0.7,32,97.0,High,2025-12-23 16:06:13
BEN00282,Muhammad Mehta,6-12 years,102,Male,Jharkhand,4,6,41.2,1830.0,0.92,25,9.6,Low,2025-12-15 16:06:13
BEN00283,Angel Malhotra,13-18 years,160,Female,Bihar,2,6,46.6,2105.0,0.81,33,36.7,Medium,2025-12-23 16:06:13
BEN00284,Prisha Mehta,3-5 years,60,Female,Maharashtra,2,1,27.3,1293.0,0.37,32,100.0,High,2025-12-15 16:06:13
BEN00285,Muhammad Pandey,6-12 years,117,Male,Madhya Pradesh,2,7,53.3,1961.0,0.98,27,31.3,Medium,2026-01-01 16:06:13
BEN00286,Shaurya Chopra,0-2 years,22,Male,Odisha,2,4,36.9,1753.0,0.77,37,63.6,High,2025-12-06 16:06:13
BEN00287,Syed Singh,6-12 years,131,Male,NCT Delhi,3,7,56.8,2053.0,0.94,27,15.7,Low,2025-12-20 16:06:13
BEN00288,Dhruv Joshi,3-5 years,57,Male,Karnataka,3,4,49.4,1751.0,0.96,16,30.8,Medium,2025-12-13 16:06:13
BEN00289,Pranav Mehta,3-5 years,50,Male,Chhattisgarh,1,1,26.7,1015.0,0.67,34,98.0,High,2025-12-06 16:06:13
BEN00290,Myra Desai,3-5 years,59,Female,Bihar,2,2,23.7,1119.0,0.31,4,90.4,High,2025-12-09 16:06:13
BEN00291,Arnav Shah,13-18 years,172,Male,Jharkhand,3,7,37.9,1929.0,0.98,43,38.4,Medium,2025-12-15 16:06:13
BEN00292,Prisha Joshi,6-12 years,132,Female,Chhattisgarh,4,6,43.9,1789.0,0.92,13,14.8,Low,2025-12-30 16:06:13
BEN00293,Muhammad Patel,6-12 years,87,Male,West Bengal,2,4,52.8,1567.0,0.83,14,48.8,Medium,2025-12-11 16:06:13
BEN00294,Ayaan Gupta,3-5 years,51,Male,Bihar,2,2,23.5,1057.0,0.59,42,95.4,High,2025-12-05 16:06:13
BEN00295,Sai Rao,13-18 years,216,Male,Jharkhand,2,2,15.0,1307.0,0.49,31,100.0,High,2025-12-29 16:06:13
BEN00296,Aditya Gupta,0-2 years,16,Male,West Bengal,1,3,16.9,1203.0,0.62,21,78.3,High,2026-01-03 16:06:13
BEN00297,Syed Khan,3-5 years,45,Male,Bihar,2,5,52.2,1584.0,0.98,22,39.4,Medium,2025-12-12 16:06:13
BEN00298,Vivaan Verma,6-12 years,96,Male,Andhra Pradesh,2,5,43.5,2063.0,0.76,34,29.0,Low,2025-12-15 16:06:13
BEN00299,Shaurya Sharma,0-2 years,20,Male,Kerala,1,2,27.4,1356.0,0.47,10,91.4,High,2026-01-01 16:06:13
BEN00300,Syed Rao,6-12 years,118,Male,Assam,2,1,21.3,804.0,0.32,26,100.0,High,2025-12-08 16:06:13
BEN00301,Sara Nair,0-2 years,22,Female,Jharkhand,1,1,26.6,1283.0,0.39,35,100.0,High,2025-12-06 16:06:13
BEN00302,Pari Mehta,3-5 years,42,Female,Kerala,3,4,43.4,1776.0,0.88,18,24.5,Low,2025-12-22 16:06:13
BEN00303,Pari Chopra,3-5 years,60,Female,Tamil Nadu,2,2,11.1,821.0,0.46,22,100.0,High,2025-12-13 16:06:13
BEN00304,Dhruv Chopra,3-5 years,44,Male,Rajasthan,2,3,25.8,885.0,0.52,17,93.5,High,2025-12-30 16:06:13
BEN00305,Atharva Reddy,0-2 years,3,Male,Telangana,3,2,20.1,870.0,0.37,30,90.0,High,2025-12-06 16:06:13
BEN00306,Saanvi Chopra,3-5 years,37,Female,Chhattisgarh,3,6,58.4,1982.0,0.96,20,28.6,Low,2025-12-31 16:06:13
BEN00307,Pihu Shah,3-5 years,52,Female,Uttar Pradesh,2,6,40.3,2036.0,0.81,23,31.5,Medium,2025-12-24 16:06:13
BEN00308,Aditi Khan,6-12 years,83,Female,Bihar,3,5,54.1,1504.0,0.75,19,29.3,Low,2025-12-29 16:06:13
BEN00309,Shaurya Gupta,0-2 years,12,Male,Gujarat,3,5,38.3,1924.0,0.96,42,41.2,Medium,2025-12-23 16:06:13
BEN00310,Advaith Das,6-12 years,119,Male,Jammu and Kashmir,3,6,48.7,1622.0,0.82,30,18.5,Low,2025-12-10 16:06:13
BEN00311,Pihu Joshi,6-12 years,95,Female,Andhra Pradesh,4,7,43.5,2142.0,0.85,5,0.0,Low,2025-12-21 16:06:13
BEN00312,Diya Kumar,6-12 years,91,Female,Haryana,3,4,41.8,1653.0,0.92,39,41.3,Medium,2025-12-16 16:06:13
BEN00313,Kiara Rao,6-12 years,85,Female,Rajasthan,3,1,26.6,1351.0,0.56,44,88.7,High,2025-12-08 16:06:13
BEN00314,Atharva Kumar,0-2 years,2,Male,Chhattisgarh,2,5,48.5,2096.0,0.99,34,46.5,Medium,2025-12-30 16:06:13
BEN00315,Arnav Singh,6-12 years,143,Male,Uttar Pradesh,2,6,55.7,2184.0,0.85,25,25.7,Low,2025-12-14 16:06:13
BEN00316,Aryan Singh,6-12 years,141,Male,Karnataka,2,6,53.5,1967.0,0.78,19,32.2,Medium,2025-12-22 16:06:13
BEN00317,Ayaan Patel,3-5 years,54,Male,Tamil Nadu,2,1,10.5,971.0,0.48,44,100.0,High,2025-12-15 16:06:13
BEN00318,Prisha Malhotra,3-5 years,46,Female,Kerala,2,6,55.8,2183.0,0.87,13,35.0,Medium,2025-12-24 16:06:13
BEN00319,Aditi Rao,3-5 years,54,Female,Tamil Nadu,2,2,13.1,1386.0,0.52,6,79.0,High,2025-12-10 16:06:13
BEN00320,Aaradhya Pandey,3-5 years,54,Female,Madhya Pradesh,2,1,29.5,1300.0,0.42,3,100.0,High,2025-12-24 16:06:13
BEN00321,Anika Pandey,3-5 years,57,Female,Gujarat,1,3,29.4,1027.0,0.32,18,97.0,High,2026-01-01 16:06:13
BEN00322,Dhruv Verma,0-2 years,23,Male,NCT Delhi,2,1,18.8,1189.0,0.32,22,96.3,High,2025-12-10 16:06:13
BEN00323,Riya Shah,0-2 years,9,Female,Andhra Pradesh,2,2,18.0,1003.0,0.35,33,97.9,High,2025-12-13 16:06:13
BEN00324,Aarav Nair,6-12 years,144,Male,Bihar,1,2,20.6,1207.0,0.54,17,91.6,High,2025-12-07 16:06:13
BEN00325,Syed Sharma,0-2 years,3,Male,Madhya Pradesh,3,2,19.4,1101.0,0.38,21,91.0,High,2025-12-05 16:06:13
BEN00326,Ayaan Kumar,3-5 years,58,Male,Kerala,3,7,45.1,1861.0,0.9,36,16.0,Low,2025-12-05 16:06:13
BEN00327,Aadhya Gupta,6-12 years,98,Female,Rajasthan,2,6,40.7,1897.0,0.84,1,23.9,Low,2025-12-13 16:06:13
BEN00328,Ayaan Khan,3-5 years,41,Male,Madhya Pradesh,4,6,55.5,2078.0,0.9,33,20.0,Low,2025-12-06 16:06:13
BEN00329,Vivaan Joshi,13-18 years,197,Male,Punjab,2,7,40.5,1938.0,0.89,44,40.5,Medium,2025-12-30 16:06:13
BEN00330,Angel Nair,3-5 years,42,Female,Assam,2,1,17.7,831.0,0.46,12,100.0,High,2025-12-06 16:06:13
BEN00331,Krishna Iyer,6-12 years,118,Male,West Bengal,1,3,20.4,1397.0,0.38,13,95.5,High,2025-12-30 16:06:13
BEN00332,Shaurya Khan,6-12 years,143,Male,Chhattisgarh,1,1,25.9,1254.0,0.57,35,95.2,High,2025-12-10 16:06:13
BEN00333,Arnav Yadav,6-12 years,96,Male,Haryana,2,7,36.9,1503.0,0.92,26,43.4,Medium,2025-12-15 16:06:13
BEN00334,Diya Pandey,13-18 years,203,Female,Bihar,3,7,42.9,1775.0,0.81,24,28.4,Low,2025-12-15 16:06:13
BEN00335,Muhammad Shah,6-12 years,116,Male,Haryana,3,4,42.0,1745.0,0.95,34,39.4,Medium,2025-12-21 16:06:13
BEN00336,Siya Das,6-12 years,114,Female,NCT Delhi,3,7,53.3,1760.0,0.88,36,13.1,Low,2025-12-09 16:06:13
BEN00337,Ananya Iyer,3-5 years,48,Female,Punjab,3,4,38.3,1611.0,0.99,20,34.2,Medium,2025-12-26 16:06:13
BEN00338,Kabir Khan,6-12 years,101,Male,Kerala,3,4,51.4,1639.0,0.83,43,36.3,Medium,2025-12-17 16:06:13
BEN00339,Muhammad Iyer,3-5 years,42,Male,Haryana,2,3,23.9,1140.0,0.62,25,80.6,High,2025-12-18 16:06:13
BEN00340,Sai Desai,6-12 years,137,Male,Haryana,4,4,53.4,1517.0,0.9,39,28.6,Low,2026-01-01 16:06:13
BEN00341,Aditya Kumar,0-2 years,17,Male,Chhattisgarh,1,3,27.9,918.0,0.31,42,88.3,High,2025-12-06 16:06:13
BEN00342,Ishita Mehta,3-5 years,44,Female,Uttar Pradesh,1,3,17.7,1062.0,0.54,20,90.8,High,2025-12-09 16:06:13
BEN00343,Ishaan Mehta,0-2 years,9,Male,Andhra Pradesh,3,7,35.4,1752.0,0.9,3,27.4,Low,2025-12-26 16:06:13
BEN00344,Aryan Mehta,3-5 years,60,Male,Jammu and Kashmir,3,6,51.6,1975.0,0.98,41,30.0,Medium,2025-12-22 16:06:13
BEN00345,Navya Iyer,6-12 years,134,Female,Jharkhand,1,3,14.4,883.0,0.64,12,87.3,High,2025-12-11 16:06:13
BEN00346,Ayaan Singh,6-12 years,131,Male,Rajasthan,3,6,44.6,1762.0,0.97,30,26.1,Low,2025-12-10 16:06:13
BEN00347,Dhruv Joshi,0-2 years,12,Male,Maharashtra,3,7,40.2,1853.0,0.83,17,10.5,Low,2025-12-30 16:06:13
BEN00348,Kabir Yadav,13-18 years,179,Male,Gujarat,3,6,54.1,1600.0,0.91,35,25.9,Low,2025-12-28 16:06:13
BEN00349,Aryan Mehta,3-5 years,43,Male,NCT Delhi,2,3,27.5,981.0,0.64,26,86.2,High,2025-12-29 16:06:13
BEN00350,Aaradhya Desai,6-12 years,97,Female,NCT Delhi,2,6,56.5,1596.0,0.99,20,42.3,Medium,2025-12-13 16:06:13
BEN00351,Sara Malhotra,13-18 years,187,Female,Rajasthan,2,3,11.6,1188.0,0.55,2,88.2,High,2025-12-29 16:06:13
BEN00352,Ishaan Khan,6-12 years,104,Male,Haryana,3,6,50.1,1823.0,0.96,31,30.9,Medium,2026-01-01 16:06:13
BEN00353,Ananya Chopra,3-5 years,51,Female,Chhattisgarh,1,2,18.2,1332.0,0.32,5,97.1,High,2025-12-12 16:06:13
BEN00354,Aditya Yadav,13-18 years,189,Male,Karnataka,2,5,57.8,1655.0,0.76,14,43.7,Medium,2025-12-23 16:06:13
BEN00355,Saanvi Shah,3-5 years,58,Female,Tamil Nadu,2,2,11.5,1198.0,0.54,28,78.4,High,2025-12-13 16:06:13
BEN00356,Syed Shah,6-12 years,114,Male,Chhattisgarh,2,7,47.8,1725.0,0.9,38,30.3,Medium,2025-12-10 16:06:13
BEN00357,Dhruv Mehta,3-5 years,40,Male,Karnataka,4,5,35.0,2141.0,0.96,21,27.4,Low,2025-12-08 16:06:13
BEN00358,Ved Nair,13-18 years,188,Male,Uttar Pradesh,2,2,11.5,1246.0,0.58,41,100.0,High,2025-12-26 16:06:13
BEN00359,Aaradhya Mehta,0-2 years,17,Female,Andhra Pradesh,2,2,19.0,1243.0,0.57,41,90.7,High,2025-12-13 16:06:13
BEN00360,Vivaan Patel,13-18 years,211,Male,Haryana,3,5,54.6,2121.0,0.85,42,32.6,Medium,2025-12-06 16:06:13
BEN00361,Kiara Das,0-2 years,11,Female,Andhra Pradesh,3,3,10.0,985.0,0.4,23,68.9,High,2025-12-13 16:06:13
BEN00362,Ananya Khan,13-18 years,184,Female,NCT Delhi,2,6,43.5,1996.0,1.0,37,41.8,Medium,2025-12-21 16:06:13
BEN00363,Pihu Pandey,13-18 years,158,Female,NCT Delhi,2,5,39.8,2075.0,0.89,36,54.2,Medium,2025-12-14 16:06:13
BEN00364,Siya Iyer,0-2 years,0,Female,West Bengal,4,4,55.1,2187.0,0.9,43,18.1,Low,2025-12-20 16:06:13
BEN00365,Myra Patel,6-12 years,87,Female,Rajasthan,3,5,42.8,1852.0,0.95,31,35.6,Medium,2025-12-20 16:06:13
BEN00366,Aaradhya Malhotra,3-5 years,48,Female,Uttar Pradesh,1,3,15.2,1382.0,0.59,35,78.4,High,2025-12-22 16:06:13
BEN00367,Pari Singh,6-12 years,109,Female,Punjab,3,6,50.7,1943.0,0.86,40,29.8,Low,2025-12-28 16:06:13
BEN00368,Kiara Chopra,6-12 years,81,Female,Rajasthan,3,4,44.6,1593.0,0.8,41,40.0,Medium,2025-12-16 16:06:13
BEN00369,Prisha Das,3-5 years,52,Female,Jharkhand,3,6,37.7,2119.0,0.84,22,26.3,Low,2025-12-09 16:06:13
BEN00370,Shaurya Reddy,3-5 years,56,Male,Tamil Nadu,2,2,16.0,854.0,0.66,1,91.2,High,2025-12-10 16:06:13
BEN00371,Ishaan Patel,13-18 years,208,Male,Haryana,3,6,41.0,1811.0,0.82,9,15.4,Low,2025-12-19 16:06:13
BEN00372,Pranav Shah,0-2 years,13,Male,Chhattisgarh,1,3,24.8,1158.0,0.65,8,77.6,High,2025-12-22 16:06:13
BEN00373,Muhammad Reddy,13-18 years,181,Male,Jammu and Kashmir,3,5,59.0,1811.0,0.87,1,26.1,Low,2025-12-23 16:06:13
BEN00374,Riya Sharma,3-5 years,58,Female,Bihar,3,5,50.6,2019.0,0.95,0,24.1,Low,2025-12-18 16:06:13
BEN00375,Syed Mehta,3-5 years,42,Male,Tamil Nadu,2,4,40.5,1579.0,0.9,32,46.5,Medium,2026-01-01 16:06:13
BEN00376,Aditi Singh,3-5 years,52,Female,Telangana,3,5,41.3,1813.0,0.78,27,34.3,Medium,2025-12-19 16:06:13
BEN00377,Vivaan Gupta,13-18 years,170,Male,Kerala,4,7,53.5,2100.0,0.98,11,7.7,Low,2025-12-21 16:06:13
BEN00378,Saanvi Joshi,6-12 years,77,Female,Kerala,2,7,56.1,1930.0,0.83,39,35.9,Medium,2025-12-28 16:06:13
BEN00379,Ishita Rao,0-2 years,20,Female,Odisha,2,1,13.6,1058.0,0.37,22,98.2,High,2026-01-01 16:06:13
BEN00380,Aryan Iyer,3-5 years,46,Male,Tamil Nadu,3,6,42.7,1686.0,0.92,37,24.5,Low,2025-12-23 16:06:13
BEN00381,Vivaan Das,6-12 years,88,Male,Chhattisgarh,4,4,49.1,1920.0,0.79,41,26.9,Low,2025-12-17 16:06:13
BEN00382,Saanvi Joshi,6-12 years,77,Female,Karnataka,3,4,50.1,1843.0,0.88,10,28.7,Low,2025-12-07 16:06:13
BEN00383,Shaurya Chopra,3-5 years,39,Male,Andhra Pradesh,3,5,53.7,2064.0,0.78,29,16.1,Low,2025-12-29 16:06:13
BEN00384,Siya Joshi,13-18 years,213,Female,Tamil Nadu,3,7,43.1,1971.0,0.83,5,14.4,Low,2025-12-14 16:06:13
BEN00385,Ayaan Kumar,3-5 years,59,Male,Jammu and Kashmir,3,6,41.4,2080.0,0.84,41,19.2,Low,2026-01-02 16:06:13
BEN00386,Krishna Nair,3-5 years,56,Male,Maharashtra,2,2,22.3,1316.0,0.44,17,96.6,High,2025-12-21 16:06:13
BEN00387,Krishna Joshi,0-2 years,22,Male,Jammu and Kashmir,4,5,56.6,1921.0,0.93,3,13.0,Low,2025-12-05 16:06:13
BEN00388,Syed Kumar,0-2 years,1,Male,Karnataka,2,2,20.9,950.0,0.44,25,100.0,High,2025-12-27 16:06:13
